rowid,sy_dist,sy_pnum,discoverymethod,disc_year
4089,973.989,2,Transit Timing Variations,2014
4090,973.989,2,Transit Timing Variations,2014
4091,1002.53,2,Transit,2014
4092,1002.53,2,Transit,2021
4093,1011.36,2,Transit,2014
4094,1011.36,2,Transit Timing Variations,2014
4095,40.0595,3,Transit,2011
4096,40.0595,3,Transit,2011
4097,40.0595,3,Transit,2011
4098,348.558,1,Transit,2014
4099,722.795,1,Transit,2014
4100,758.753,1,Transit,2014
4101,698.646,2,Transit,2014
4102,698.646,2,Radial Velocity,2014
4103,646.647,1,Transit,2014
4104,843.695,1,Transit,2014
4105,1017.8,1,Transit,2014
4106,686.284,1,Transit,2014
4107,1005.84,1,Transit,2011
4108,917.477,2,Transit,2015
4109,917.477,2,Transit,2015
4110,486.546,3,Transit,2015
4111,486.546,3,Transit,2015
4112,486.546,3,Transit,2015
4113,848.023,2,Transit,2015
4114,848.023,2,Radial Velocity,2015
4115,1878.31,1,Transit,2015
4116,1222.54,1,Transit,2015
4117,1418.77,1,Transit,2015
4118,588.867,2,Transit,2015
4119,588.867,2,Transit,2016
4120,304.0,1,Transit,2015
4121,195.94287175,1,Transit,2015
4122,757.048,1,Transit,2015
4123,1188.0,1,Transit,2011
4124,301.03,1,Transit,2015
4125,268.003,1,Transit,2015
4126,365.965,1,Transit,2015
4127,802.271,1,Transit,2015
4128,36.4396,5,Transit,2015
4129,36.4396,5,Transit,2015
4130,36.4396,5,Transit,2015
4131,36.4396,5,Transit,2015
4132,36.4396,5,Transit,2015
4133,127.201,3,Transit,2015
4134,127.201,3,Transit,2015
4135,127.201,3,Transit,2015
4136,96.339,3,Transit,2015
4137,96.339,3,Transit,2015
4138,96.339,3,Transit,2015
4139,268.041,1,Transit,2015
4140,399.398,2,Transit Timing Variations,2017
4141,241.949,2,Transit,2015
4142,241.949,2,Transit,2015
4143,381.949,1,Transit,2011
4144,455.982,3,Transit,2015
4145,455.982,3,Transit,2015
4146,455.982,3,Transit,2015
4147,396.332,3,Eclipse Timing Variations,2022
4148,396.332,3,Eclipse Timing Variations,2022
4149,551.727,1,Transit,2015
4150,442.846,1,Transit,2015
4151,230.869,3,Transit,2015
4152,230.869,3,Radial Velocity,2015
4153,230.869,3,Radial Velocity,2023
4154,1072.3,3,Transit,2021
4155,1594.74,2,Transit,2016
4156,777.06,3,Transit,2012
4157,777.06,3,Transit Timing Variations,2012
4158,777.06,3,Transit,2014
4159,1274.01,2,Transit,2016
4160,692.158,1,Transit,2016
4161,596.625,2,Transit,2016
4162,596.625,2,Transit,2020
4163,394.804,1,Transit,2016
4164,667.604,1,Transit,2016
4165,553.077,1,Transit,2016
4166,530.122,2,Transit,2016
4167,530.122,2,Transit,2016
4168,466.265,1,Transit,2016
4170,1025.02,3,Transit,2012
4171,1025.02,3,Transit,2012
4172,1025.02,3,Transit,2019
4174,306.602,1,Transit,2016
4175,905.937,1,Transit,2016
4176,841.496,1,Transit,2016
4177,280.069,1,Transit,2016
4178,813.535,1,Transit,2016
4179,367.0,1,Transit,2016
4180,420.0,1,Transit,2016
4181,344.901,1,Transit,2016
4182,306.738,5,Transit,2012
4183,306.738,5,Transit,2012
4184,306.738,5,Transit,2014
4185,306.738,5,Radial Velocity,2014
4186,306.738,5,Radial Velocity,2023
4187,847.508,1,Transit,2016
4188,813.724,1,Transit,2016
4189,313.068,1,Transit,2016
4190,860.355,1,Transit,2016
4191,382.136,1,Transit,2016
4194,872.343,3,Transit,2016
4195,872.343,3,Transit,2021
4196,369.645,1,Transit,2016
4197,311.222,4,Transit,2012
4198,311.222,4,Transit,2012
4199,311.222,4,Transit,2014
4200,311.222,4,Transit,2014
4202,630.785,1,Transit,2016
4204,658.924,2,Transit,2016
4205,658.924,2,Transit,2021
4206,605.274,1,Transit,2016
4207,1291.98,1,Transit,2016
4208,938.844,1,Transit,2016
4209,556.726,1,Transit,2016
4210,899.777,1,Transit,2009
4211,250.11,2,Transit,2012
4212,250.11,2,Transit,2012
4213,807.48,1,Transit,2016
4214,1125.24,2,Transit,2016
4215,1125.24,2,Transit,2021
4216,1591.04,1,Transit,2016
4217,99.0688,1,Transit,2016
4218,283.41,1,Transit,2016
4219,228.439,1,Transit,2016
4220,391.644,1,Transit,2016
4221,324.618,1,Transit,2016
4222,332.443,1,Transit,2016
4223,783.831,4,Transit,2012
4224,783.831,4,Transit,2012
4225,783.831,4,Transit,2014
4226,783.831,4,Transit Timing Variations,2024
4227,386.177,1,Transit,2016
4228,651.999,2,Transit,2016
4229,651.999,2,Transit,2021
4230,467.375,1,Transit,2016
4231,468.258,1,Transit,2016
4232,455.336,1,Transit,2016
4233,255.0,1,Transit,2016
4234,687.094,1,Transit,2016
4235,289.907,1,Transit,2016
4236,337.901,1,Transit,2016
4237,246.61,1,Transit,2016
4238,321.542,3,Transit,2012
4239,321.542,3,Transit,2012
4240,321.542,3,Transit,2014
4241,623.901,2,Transit,2016
4242,623.901,2,Transit,2016
4243,830.638,1,Transit,2016
4244,639.239,1,Transit,2016
4245,253.295,1,Transit,2016
4246,1058.24,2,Transit,2016
4247,1058.24,2,Transit,2016
4248,992.852,1,Transit,2016
4249,666.146,1,Transit,2016
4250,750.04,1,Transit,2016
4251,784.23,1,Transit,2016
4252,799.008,3,Transit,2016
4253,799.008,3,Transit,2016
4254,799.008,3,Transit,2021
4255,1366.07,3,Transit,2012
4256,1366.07,3,Transit,2012
4257,1366.07,3,Transit,2014
4258,457.709,1,Transit,2016
4259,252.762,1,Transit,2016
4260,312.798,1,Transit,2016
4261,302.955,1,Transit,2016
4262,570.659,2,Transit,2016
4263,570.659,2,Transit,2021
4264,685.599,1,Transit,2016
4265,462.322,1,Transit,2016
4266,439.4,1,Transit,2016
4267,155.956,1,Transit,2016
4268,307.318,2,Transit,2016
4269,307.318,2,Transit Timing Variations,2016
4270,271.701,3,Transit,2012
4271,271.701,3,Transit,2012
4272,271.701,3,Transit,2014
4273,390.374,1,Transit,2016
4274,1060.68,1,Transit,2016
4275,436.016,1,Transit,2016
4276,221.802,1,Transit,2016
4277,963.18,1,Transit,2016
4278,818.001,1,Transit,2016
4279,1019.65,1,Transit,2016
4280,378.972,1,Transit,2016
4282,635.145,3,Transit,2016
4283,635.145,3,Transit,2016
4284,635.145,3,Transit,2023
4285,578.796,5,Transit,2012
4286,578.796,5,Transit,2012
4287,578.796,5,Transit,2014
4288,578.796,5,Transit,2014
4289,578.796,5,Transit,2014
4290,531.944,1,Transit,2016
4291,311.175,1,Transit,2016
4292,843.689,1,Transit,2016
4293,728.525,2,Transit,2016
4294,728.525,2,Transit,2016
4295,690.525,1,Transit,2016
4296,973.121,1,Transit,2016
4297,674.598,1,Transit,2016
4298,2097.12,1,Transit,2016
4299,661.876,1,Transit,2016
4300,776.708,1,Transit,2016
4301,912.994,3,Transit,2012
4302,912.994,3,Transit,2012
4303,912.994,3,Radial Velocity,2016
4304,109.308,1,Transit,2016
4305,621.378,2,Transit,2016
4306,621.378,2,Transit,2016
4307,992.769,1,Transit,2016
4308,565.207,1,Transit,2016
4309,863.037,1,Transit,2016
4310,1041.0,1,Transit,2016
4311,564.277,1,Transit,2016
4312,558.81,1,Transit,2016
4313,130.645,1,Transit,2016
4314,638.301,1,Transit,2016
4315,644.14,2,Transit,2012
4316,644.14,2,Transit,2012
4317,568.148,1,Transit,2016
4318,723.875,1,Transit,2016
4319,504.667,1,Transit,2016
4320,771.471,1,Transit,2016
4321,682.896,1,Transit,2016
4322,853.977,1,Transit,2016
4323,617.55,1,Transit,2016
4324,524.247,1,Transit,2016
4325,541.432,1,Transit,2016
4326,530.765,1,Transit,2016
4327,969.252,4,Transit,2012
4328,969.252,4,Transit,2012
4329,969.252,4,Transit,2014
4330,969.252,4,Transit,2023
4331,323.899,1,Transit,2016
4332,703.758,1,Transit,2016
4333,613.179,1,Transit,2016
4334,867.271,1,Transit,2016
4335,1848.84,1,Transit,2016
4336,585.187,1,Transit,2016
4337,693.766,1,Transit,2016
4338,787.894,1,Transit,2016
4339,1209.4,1,Transit,2016
4340,612.803,2,Transit,2016
4341,612.803,2,Transit,2021
4342,1163.22,2,Transit,2012
4343,1163.22,2,Transit,2012
4344,1421.81,1,Transit,2016
4345,785.137,1,Transit,2016
4346,1153.13,1,Transit,2016
4347,973.76,1,Transit,2016
4348,769.2,1,Transit,2016
4349,643.009,2,Transit,2016
4350,643.009,2,Transit,2020
4351,1023.85,1,Transit,2016
4352,663.418,1,Transit,2016
4353,681.086,2,Transit,2016
4354,681.086,2,Transit,2020
4355,558.517,1,Transit,2016
4356,587.039,1,Transit,2009
4357,1025.1,3,Transit,2012
4358,1025.1,3,Transit,2012
4359,1025.1,3,Transit,2012
4360,619.723,1,Transit,2016
4361,414.825,1,Transit,2016
4362,1159.31,1,Transit,2016
4363,1539.63,3,Transit,2016
4364,1539.63,3,Transit,2016
4365,1539.63,3,Transit,2016
4366,1026.49,1,Transit,2016
4367,556.58,2,Transit,2016
4368,556.58,2,Transit,2016
4369,1215.11,1,Transit,2016
4370,519.122,2,Transit,2016
4371,519.122,2,Transit,2021
4372,946.683,1,Transit,2016
4373,1065.82,1,Transit,2016
4374,335.079,1,Transit,2013
4375,845.824,2,Transit,2016
4376,845.824,2,Transit,2016
4377,1395.56,1,Transit,2016
4378,1445.53,1,Transit,2016
4379,861.494,1,Transit,2016
4380,527.995,1,Transit,2016
4381,330.0,1,Transit,2016
4382,945.775,3,Transit,2016
4383,945.775,3,Transit,2016
4384,945.775,3,Transit,2021
4385,173.354,1,Transit,2016
4386,1221.96,1,Transit,2016
4387,900.678,3,Transit,2016
4388,900.678,3,Transit,2016
4389,900.678,3,Transit,2023
4390,300.874,5,Transit,2013
4391,300.874,5,Transit,2013
4392,300.874,5,Transit,2013
4393,300.874,5,Transit,2013
4394,300.874,5,Transit,2013
4395,1355.28,1,Transit,2016
4396,389.0,1,Transit,2016
4397,284.761,1,Transit,2016
4398,737.702,1,Transit,2016
4399,748.188,1,Transit,2016
4400,760.708,2,Transit,2016
4401,760.708,2,Transit,2016
4402,635.643,1,Transit,2016
4403,984.307,1,Transit,2016
4404,372.05,1,Transit,2016
4405,194.033,1,Transit,2013
4406,839.784,1,Transit,2016
4407,761.966,1,Transit,2016
4408,349.0,1,Transit,2016
4409,680.54,2,Transit,2016
4410,680.54,2,Transit,2021
4411,888.027,1,Transit,2016
4412,1141.08,1,Transit,2016
4413,310.301,1,Transit,2016
4414,786.091,1,Transit,2016
4415,991.214,1,Transit,2016
4416,850.242,1,Transit,2016
4417,557.787,1,Transit,2016
4418,969.918,1,Transit,2016
4419,781.582,1,Transit,2016
4420,1063.58,1,Transit,2016
4421,1318.05,1,Transit,2016
4422,1173.57,1,Transit,2016
4423,451.794,1,Transit,2016
4424,1087.87,2,Transit,2016
4425,1087.87,2,Transit,2020
4426,636.03,1,Transit,2016
4427,513.748,1,Transit,2016
4428,303.728,4,Transit,2012
4429,303.728,4,Transit,2012
4430,303.728,4,Transit,2012
4431,303.728,4,Radial Velocity,2019
4432,884.378,1,Transit,2016
4433,509.408,1,Transit,2016
4434,394.55,1,Transit,2016
4435,595.634,2,Transit,2016
4436,595.634,2,Transit,2016
4437,974.124,1,Transit,2016
4438,752.562,1,Transit,2016
4439,890.352,2,Transit,2016
4440,890.352,2,Transit,2023
4441,1691.88,1,Transit,2016
4442,388.384,1,Transit,2016
4443,722.64,1,Transit,2016
4444,1202.96,1,Transit,2013
4445,568.431,1,Transit,2016
4446,534.788,1,Transit,2016
4447,815.637,1,Transit,2016
4448,1063.09,1,Transit,2016
4449,1210.12,1,Transit,2016
4450,612.838,1,Transit,2016
4451,1508.71,1,Transit,2016
4452,2302.45,1,Transit,2016
4453,784.618,1,Transit,2016
4454,2063.41,1,Transit,2016
4455,1131.19,1,Transit,2013
4457,1168.26,1,Transit,2016
4458,1033.93,1,Transit,2016
4459,918.21,1,Transit,2016
4460,342.254,1,Transit,2016
4461,665.68,1,Transit,2016
4462,295.196,1,Transit,2016
4463,1954.08,1,Transit,2016
4464,1826.15,1,Transit,2016
4465,922.244,1,Transit,2016
4466,144.166,4,Transit,2013
4467,144.166,4,Transit,2013
4468,144.166,4,Radial Velocity,2013
4469,144.166,4,Radial Velocity,2023
4470,1492.48,1,Transit,2016
4471,686.923,1,Transit,2016
4472,1979.25,1,Transit,2016
4473,1023.07,1,Transit,2016
4474,1731.27,1,Transit,2016
4475,938.715,1,Transit,2016
4477,633.66,1,Transit,2016
4478,1357.75,1,Transit,2016
4479,1131.73,1,Transit,2016
4480,730.625,2,Transit,2013
4481,730.625,2,Transit,2013
4482,1665.31,1,Transit,2016
4483,279.115,1,Transit,2016
4484,991.336,1,Transit,2016
4485,1151.51,1,Transit,2016
4486,1023.06,1,Transit,2016
4487,842.947,1,Transit,2016
4488,1416.44,1,Transit,2016
4489,1277.33,1,Transit,2016
4490,1995.57,1,Transit,2016
4491,922.562,1,Transit,2009
4492,1491.76,1,Transit,2016
4493,774.152,1,Transit,2016
4494,992.071,1,Transit,2016
4495,1156.83,1,Transit,2016
4496,1228.83,1,Transit,2016
4497,276.881,1,Transit,2016
4498,591.776,1,Transit,2016
4499,1394.22,1,Transit,2016
4500,664.843,1,Transit,2016
4501,1448.34,1,Transit,2016
4502,624.575,1,Transit,2016
4503,872.493,2,Transit,2016
4504,872.493,2,Transit,2016
4505,1089.87,1,Transit,2016
4506,2083.37,1,Transit,2016
4507,1327.44,1,Transit,2016
4508,635.009,2,Transit,2016
4509,635.009,2,Transit,2020
4510,2805.48,1,Transit,2016
4512,2497.51,1,Transit,2016
4513,1065.37,1,Transit,2016
4514,926.598,1,Transit,2016
4515,1239.5,2,Transit,2016
4516,1239.5,2,Transit,2016
4518,853.119,1,Transit,2016
4519,758.469,2,Transit,2016
4520,758.469,2,Transit Timing Variations,2025
4521,762.081,1,Transit,2016
4522,831.842,1,Transit,2016
4523,1765.23,1,Transit,2016
4524,1921.15,1,Transit,2016
4526,1935.04,2,Transit,2018
4528,174.826,2,Transit,2016
4529,174.826,2,Transit,2016
4530,916.706,1,Transit,2016
4531,1157.21,1,Transit,2016
4532,695.059,1,Transit,2016
4533,1005.43,1,Transit,2016
4534,205.118,1,Transit,2016
4535,1113.65,1,Transit,2016
4536,1370.65,1,Transit,2016
4537,1177.55,1,Transit,2013
4538,1442.02,1,Transit,2016
4539,1661.87,1,Transit,2016
4540,489.253,1,Transit,2016
4541,278.987,1,Transit,2016
4542,449.964,1,Transit,2016
4543,1780.38,1,Transit,2016
4544,450.0,1,Transit,2016
4545,3347.16,1,Transit,2016
4546,1705.99,1,Transit,2016
4547,721.027,1,Transit,2016
4548,835.356,1,Transit,2013
4549,1296.02,2,Transit,2016
4550,1296.02,2,Transit,2016
4551,760.43,1,Transit,2016
4552,1232.29,1,Transit,2016
4553,274.767,1,Transit,2016
4554,1770.27,1,Transit,2016
4555,399.034,2,Transit,2016
4556,399.034,2,Transit,2016
4557,852.0,1,Transit,2016
4558,1068.68,1,Transit,2016
4559,1502.32,4,Transit,2016
4560,1502.32,4,Transit,2016
4561,1502.32,4,Transit,2016
4562,1502.32,4,Transit,2016
4563,1073.48,1,Transit,2016
4564,822.96,1,Orbital Brightness Modulation,2013
4565,792.336,2,Transit,2016
4566,792.336,2,Transit,2016
4567,830.707,1,Transit,2016
4569,962.459,3,Transit,2016
4570,962.459,3,Transit,2023
4571,962.459,3,Transit,2023
4572,1047.84,1,Transit,2016
4573,1076.28,1,Transit,2016
4574,2297.62,1,Transit,2016
4575,2251.03,1,Transit,2016
4576,784.56,1,Transit,2016
4577,1169.57,2,Transit,2016
4578,1169.57,2,Transit,2016
4579,639.411,1,Transit,2013
4580,930.457,3,Transit,2016
4581,930.457,3,Transit,2016
4582,930.457,3,Transit,2016
4583,1393.85,1,Transit,2016
4584,1130.21,1,Transit,2016
4585,547.026,1,Transit,2016
4586,917.804,1,Transit,2016
4587,398.676,1,Transit,2016
4588,727.904,1,Transit,2016
4589,443.106,1,Transit,2016
4590,938.168,1,Transit,2016
4591,283.155,1,Transit,2016
4592,124.376,1,Transit,2013
4593,557.652,1,Transit,2016
4594,1064.47,1,Transit,2016
4595,446.844,1,Transit,2016
4596,516.09,2,Transit,2016
4597,516.09,2,Transit,2020
4598,1303.72,2,Transit,2016
4599,1303.72,2,Transit,2023
4601,485.318,1,Transit,2016
4602,503.568,1,Transit,2016
4603,1775.8,1,Transit,2016
4604,1480.16,1,Transit,2016
4605,1020.72,4,Transit,2012
4606,1020.72,4,Transit,2012
4607,1020.72,4,Transit,2014
4608,1020.72,4,Transit,2014
4609,703.168,1,Transit,2016
4610,1266.34,1,Transit,2016
4611,1425.47,1,Transit,2016
4612,985.699,1,Transit,2016
4613,931.192,1,Transit,2016
4614,492.122,1,Transit,2016
4615,817.584,1,Transit,2016
4616,1315.26,1,Transit,2016
4617,972.274,1,Transit,2016
4618,1509.084,2,Transit,2016
4619,1509.084,2,Transit,2021
4620,1021.87,1,Transit,2010
4621,369.451,6,Transit,2012
4622,369.451,6,Transit,2012
4623,369.451,6,Transit,2014
4624,369.451,6,Transit,2014
4625,369.451,6,Transit,2016
4626,369.451,6,Transit,2017
4627,1019.26,1,Transit,2016
4628,440.426,1,Transit,2016
4629,780.585,1,Transit,2016
4630,639.771,1,Transit,2016
4631,649.65,2,Transit,2016
4632,649.65,2,Transit,2016
4633,638.49,1,Transit,2016
4634,361.896,1,Transit,2016
4635,321.0,1,Transit,2016
4636,961.405,1,Transit,2016
4637,348.291,3,Transit,2012
4638,348.291,3,Transit,2012
4639,348.291,3,Transit,2014
4640,1458.59,1,Transit,2016
4641,985.041,1,Transit,2016
4642,1482.74,1,Transit,2016
4643,840.0,1,Transit,2016
4644,2055.77,1,Transit,2016
4645,1259.28,1,Transit,2016
4646,983.697,1,Transit,2016
4647,1484.46,1,Transit,2016
4648,925.037,1,Transit,2016
4649,664.306,1,Transit,2016
4650,904.326,5,Transit,2012
4651,904.326,5,Transit,2012
4652,904.326,5,Transit,2014
4653,904.326,5,Transit,2014
4654,904.326,5,Transit Timing Variations,2019
4655,1387.2,1,Transit,2016
4656,614.571,1,Transit,2016
4657,860.391,1,Transit,2016
4658,1389.27,1,Transit,2016
4659,1201.4,1,Transit,2016
4660,807.85,2,Transit,2016
4661,807.85,2,Transit,2016
4662,779.596,1,Transit,2016
4663,2046.68,1,Transit,2016
4664,575.322,1,Transit,2016
4665,1073.76,1,Transit,2016
4666,400.409,3,Transit,2012
4667,400.409,3,Transit,2012
4668,400.409,3,Transit,2014
4669,1122.0,1,Transit,2016
4670,593.54,1,Transit,2016
4671,1688.12,1,Transit,2016
4672,467.37,1,Transit,2016
4673,633.937,1,Transit,2016
4674,2406.33,1,Transit,2016
4675,980.035,1,Transit,2016
4676,901.907,1,Transit,2016
4677,1104.04,1,Transit,2016
4678,944.561,1,Transit,2016
4679,1023.9,5,Transit,2012
4680,1023.9,5,Transit,2012
4681,1023.9,5,Transit,2014
4682,1023.9,5,Transit,2014
4683,1023.9,5,Transit,2014
4684,998.961,1,Transit,2016
4685,532.726,1,Transit,2016
4686,1165.66,1,Transit,2016
4687,431.776,1,Transit,2016
4688,431.051,1,Transit,2016
4689,1127.12,1,Transit,2016
4690,513.103,1,Transit,2016
4691,1378.47,1,Transit,2016
4692,822.134,1,Transit,2016
4693,765.025,4,Transit,2012
4694,765.025,4,Transit,2012
4695,765.025,4,Transit,2014
4696,765.025,4,Transit,2014
4697,1661.28,1,Transit,2016
4698,839.255,1,Transit,2016
4699,1619.03,1,Transit,2016
4700,568.676,1,Transit,2016
4701,1506.58,1,Transit,2016
4702,1351.17,1,Transit,2016
4703,983.502,1,Transit,2016
4704,298.532,1,Transit,2016
4705,839.903,1,Transit,2016
4706,1056.36,1,Transit,2016
4707,850.327,1,Transit,2016
4708,1039.03,1,Transit,2016
4709,1499.66,1,Transit,2016
4710,2022.9,2,Transit,2016
4711,2022.9,2,Transit,2023
4712,586.137,2,Transit,2016
4713,586.137,2,Transit,2023
4714,646.667,1,Transit,2016
4715,1195.54,1,Transit,2016
4716,1593.13,1,Transit,2016
4717,939.455,1,Transit,2016
4718,1232.9,2,Transit,2013
4719,1232.9,2,Transit,2013
4720,1259.46,1,Transit,2016
4721,1976.05,1,Transit,2016
4722,879.683,1,Transit,2016
4723,1182.22,1,Transit,2016
4724,1082.16,1,Transit,2016
4725,1242.62,1,Transit,2016
4726,820.913,1,Transit,2016
4727,602.176,1,Transit,2016
4728,791.625,1,Transit,2016
4729,802.672,2,Transit,2016
4730,802.672,2,Transit,2024
4731,376.863,3,Radial Velocity,2020
4732,601.324,2,Transit,2016
4733,601.324,2,Transit,2023
4734,1375.18,1,Transit,2016
4735,504.605,1,Transit,2016
4736,627.455,1,Transit,2016
4737,476.733,1,Transit,2016
4738,651.318,1,Transit,2016
4739,711.297,1,Transit,2016
4740,886.588,2,Transit,2016
4741,886.588,2,Transit,2016
4742,420.817,1,Transit,2016
4743,598.313,1,Transit,2016
4744,1712.12,1,Transit,2016
4745,2340.58,1,Transit,2016
4746,570.727,1,Transit,2016
4747,1285.59,1,Transit,2016
4748,1162.91,1,Transit,2016
4749,540.134,1,Transit,2016
4750,2334.93,2,Transit,2016
4751,2334.93,2,Transit,2023
4752,1519.25,1,Transit,2016
4753,484.891,1,Transit,2016
4754,1246.43,1,Transit,2016
4755,628.257,3,Transit,2010
4756,628.257,3,Transit,2010
4757,628.257,3,Transit,2010
4758,848.254,8,Transit,2017
4759,487.525,1,Transit,2016
4760,253.867,1,Transit,2016
4761,1165.34,1,Transit,2016
4762,1369.24,2,Transit,2016
4763,1369.24,2,Transit,2016
4764,978.125,1,Transit,2016
4765,529.268,1,Transit,2016
4766,757.791,1,Transit,2016
4767,352.0,1,Transit,2016
4768,290.843,1,Transit,2016
4769,309.596,1,Transit,2016
4770,1294.69,1,Transit,2013
4771,400.289,1,Transit,2016
4772,556.168,1,Transit,2016
4773,2004.72,1,Transit,2016
4774,991.618,2,Transit,2016
4775,991.618,2,Transit,2021
4776,753.723,1,Transit,2016
4777,849.036,1,Transit,2016
4778,830.712,1,Transit,2016
4779,3460.51,1,Transit,2016
4780,1025.03,1,Transit,2016
4781,1119.87,1,Transit,2016
4782,477.992,3,Transit,2013
4783,477.992,3,Transit,2013
4784,477.992,3,Transit,2015
4785,1001.68,2,Transit,2016
4786,1001.68,2,Transit,2016
4787,934.49,1,Transit,2016
4788,536.323,1,Transit,2016
4789,1000.28,1,Transit,2016
4790,1053.04,1,Transit,2016
4791,611.115,1,Transit,2016
4792,921.361,1,Transit,2016
4793,831.685,1,Transit,2016
4794,508.809,1,Transit,2016
4795,1311.23,1,Transit,2016
4796,95.9115,2,Transit,2014
4798,848.396,1,Transit,2016
4799,490.0,1,Transit,2016
4800,465.612,1,Transit,2016
4801,1017.2,1,Transit,2016
4802,608.738,1,Transit,2016
4803,471.782,1,Transit,2016
4804,823.399,1,Transit,2016
4805,1571.46,2,Transit,2016
4806,1571.46,2,Transit,2016
4807,1182.05,1,Transit,2016
4808,2093.62,1,Transit,2016
4809,191.904,2,Transit,2014
4810,191.904,2,Radial Velocity,2014
4811,1260.78,1,Transit,2016
4812,1088.36,1,Transit,2016
4813,216.354,1,Transit,2016
4814,2300.53,1,Transit,2016
4815,1349.43,1,Transit,2016
4816,1651.25,1,Transit,2016
4817,1137.29,1,Transit,2016
4818,1730.78,1,Transit,2016
4819,868.017,1,Transit,2016
4820,486.105,2,Transit,2016
4821,486.105,2,Transit,2023
4822,445.656,1,Transit,2014
4823,2161.6,1,Transit,2016
4824,382.509,1,Transit,2016
4825,1304.25,1,Transit,2016
4826,258.893,2,Transit,2016
4827,258.893,2,Transit,2016
4828,215.814,1,Transit,2016
4829,550.383,1,Transit,2016
4830,544.939,1,Transit,2016
4831,824.688,1,Transit,2016
4832,449.773,1,Transit,2016
4833,807.729,1,Transit,2016
4834,122.881,1,Transit,2014
4835,284.916,1,Transit,2016
4836,574.314,1,Transit,2016
4837,411.486,1,Transit,2016
4838,771.494,2,Transit,2016
4839,771.494,2,Transit,2024
4840,454.626,1,Transit,2016
4841,582.828,1,Transit,2016
4842,1027.8,1,Transit,2016
4843,568.546,2,Transit,2016
4844,568.546,2,Transit,2016
4845,290.324,3,Transit,2016
4846,290.324,3,Transit,2016
4847,390.354,2,Transit,2016
4848,390.354,2,Transit,2016
4849,400.907,2,Transit,2014
4851,331.545,1,Transit,2016
4852,338.522,1,Transit,2016
4853,1198.03,1,Transit,2016
4854,328.52,1,Transit,2016
4855,134.311,2,Transit,2016
4856,426.088,2,Transit,2016
4857,426.088,2,Transit,2023
4858,1012.41,1,Transit,2016
4859,568.751,1,Transit,2016
4860,682.522,1,Transit,2016
4861,576.503,1,Transit,2016
4862,350.315,1,Transit,2014
4863,961.468,1,Transit,2016
4864,878.082,1,Transit,2016
4865,801.479,1,Transit,2016
4866,714.437,1,Transit,2016
4867,460.188,1,Transit,2016
4868,679.361,1,Transit,2016
4869,548.364,1,Transit,2016
4870,914.126,1,Transit,2016
4871,304.889,1,Transit,2016
4872,491.978,1,Transit,2016
4873,208.369,1,Transit,2014
4874,802.163,2,Transit,2016
4875,802.163,2,Transit,2016
4876,389.561,1,Transit,2016
4877,259.639,1,Transit,2016
4878,324.423,1,Transit,2016
4879,188.158,1,Transit,2016
4880,609.638,1,Transit,2016
4881,1216.58,1,Transit,2016
4882,467.568,1,Transit,2016
4883,986.364,1,Transit,2016
4884,545.063,1,Transit,2016
4885,25.1496,1,Transit,2020
4886,10.2295,1,Radial Velocity,2023
4887,10.6194,5,Transit,2019
4888,10.6194,5,Transit,2019
4889,10.6194,5,Transit,2019
4890,10.6194,5,Radial Velocity,2021
4891,10.6194,5,Radial Velocity,2025
4892,14.9861,2,Transit,2017
4893,14.9861,2,Transit,2018
4894,18.2276,1,Transit,2021
4895,19.8782,3,Transit,2021
4896,19.8782,3,Transit,2021
4897,19.8782,3,Transit,2024
4898,29.8424,1,Transit,2020
4899,35.6917,4,Transit,2026
4900,35.6917,4,Transit,2026
4901,35.6917,4,Transit,2026
4902,35.6917,4,Transit,2026
4903,15.7606,1,Radial Velocity,2023
4904,14.8846,1,Transit,2019
4905,12.4814,1,Transit,2023
4906,33.928,1,Imaging,2006
4907,52.616,1,Transit,2020
4908,26.4927,3,Transit,2019
4909,26.4927,3,Transit,2019
4910,26.4927,3,Transit,2023
4911,32.4298,2,Transit,2022
4912,32.4298,2,Transit,2022
4913,17.6297,1,Radial Velocity,2019
4914,6.86929,2,Transit,2019
4915,6.86929,2,Transit,2022
4916,21.9814,2,Transit,2020
4917,21.9814,2,Transit,2020
4918,80.4373,1,Transit,2020
4922,773.409,1,Transit,2007
4924,182.273,1,Transit,2017
4925,170.696,1,Transit,2020
4926,1000.0,1,Microlensing,2008
4927,6890.0,1,Microlensing,2008
4928,7700.0,1,Microlensing,2009
4929,3300.0,1,Microlensing,2013
4930,3040.0,1,Microlensing,2011
4931,7050.0,1,Microlensing,2010
4932,5690.0,1,Microlensing,2010
4933,2800.0,1,Microlensing,2012
4934,3500.0,1,Microlensing,2018
4935,810.0,1,Microlensing,2013
4936,6430.0,1,Microlensing,2015
4937,2300.0,1,Microlensing,2012
4938,7380.0,1,Microlensing,2016
4939,7200.0,1,Microlensing,2014
4940,4400.0,1,Microlensing,2018
4941,7720.0,1,Microlensing,2012
4942,7560.0,1,Microlensing,2013
4943,5300.0,1,Microlensing,2017
4944,7210.0,1,Microlensing,2017
4945,6720.0,1,Microlensing,2014
4946,850.0,1,Microlensing,2016
4947,7100.0,1,Microlensing,2018
4948,6500.0,1,Microlensing,2017
4949,6800.0,1,Microlensing,2018
4950,6930.0,1,Microlensing,2024
4951,2700.0,1,Microlensing,2022
