rowid,hostname,st_teff,st_rad,st_mass,st_met,st_spectype,st_age,st_rotp
1567,K2-195,5712.0,0.906367,0.963364,-0.09,,,
1568,K2-196,6045.0,1.538801,1.162095,0.01,,,
1569,K2-197,5667.0,0.93,1.0,0.08,,,
1570,K2-198,5212.9,0.757,0.799,0.094,,,
1571,K2-198,5212.9,0.757,0.799,0.094,,,
1572,K2-198,5212.9,0.757,0.799,0.094,,,
1573,K2-199,4491.0,0.682,0.711,-0.01,,5.04,
1574,K2-199,4491.0,0.682,0.711,-0.01,,5.04,
1575,K2-200,5233.0,0.791736,0.860208,-0.04,,,
1576,K2-201,5507.0,0.878161,0.956055,0.13,,,
1577,K2-201,5507.0,0.878161,0.956055,0.13,,,
1578,K2-2016-BLG-0005L,,,0.584,,,,
1579,K2-202,5491.0,0.910685,0.971461,0.27,,,
1580,K2-203,5026.0,0.765,0.793,-0.021,,6.9,
1581,K2-204,5783.0,1.253,1.076,0.21,,6.5,
1582,K2-205,5890.0,1.077574,0.951027,-0.26,,,
1583,K2-206,5043.0,0.758046,0.789481,-0.14,,,
1584,K2-207,5522.0,0.928158,0.941851,0.11,,,
1585,K2-208,5500.0,0.872,0.881,-0.064,,6.1,
1586,K2-209,4720.0,0.712365,0.74479,-0.06,,,
1587,K2-21,4222.06,0.646783,0.676023,-0.11,M0.0,1.0,
1588,K2-21,4222.06,0.646783,0.676023,-0.11,M0.0,1.0,
1589,K2-210,5500.0,0.89,0.911717,0.0,,,
1590,K2-211,5117.0,0.818,0.851,0.134,,6.5,
1591,K2-212,4349.0,0.678,0.622,0.03,,,
1592,K2-213,5794.0,1.20424,1.069596,0.25,,,
1593,K2-214,5875.0,1.236,1.03,0.04,,,
1594,K2-215,5704.0,0.974398,0.999987,0.11,,,
1595,K2-216,4503.0,0.72,0.7,0.0,K5 V,,
1596,K2-217,5967.0,1.333718,1.102661,0.04,,,
1597,K2-218,5757.0,1.008231,1.047488,0.25,,,
1598,K2-219,5753.0,1.189232,1.021545,0.13,,,
1599,K2-219,5753.0,1.189232,1.021545,0.13,,,
1600,K2-219,5753.0,1.189232,1.021545,0.13,,,
1601,K2-22,3879.0,0.58,0.595292,0.032,M0 V,,
1602,K2-220,5612.0,1.026,0.91,-0.05,,,
1603,K2-221,5716.0,0.947599,1.010842,0.13,,,
1604,K2-222,5942.0,1.115,0.989,-0.315,,7.1,
1605,K2-223,5859.0,1.0,1.06,0.19,,,
1606,K2-223,5859.0,1.0,1.06,0.19,,,
1607,K2-224,5620.0,0.84,0.91,-0.19,,,
1608,K2-224,5620.0,0.84,0.91,-0.19,,,
1609,K2-225,5520.0,1.7,1.482,0.486,,0.0121,
1610,K2-226,5288.0,0.889,0.856,-0.05,,9.6,
1611,K2-227,5673.0,0.890666,0.950811,-0.1,,,
1612,K2-228,4715.0,0.65,0.71,-0.25,,,
1613,K2-229,5315.0,0.79,0.87,-0.09,G9,5.4,18.1
1614,K2-229,5315.0,0.79,0.87,-0.09,G9,5.4,18.1
1615,K2-230,5945.0,1.39,1.11,0.1,,,
1616,K2-231,5695.0,0.95,1.01,0.14,,3.0,
1617,K2-232,6154.0,1.161,1.188,0.1,,1.43,
1618,K2-233,4796.0,0.71,0.79,-0.082,K3,0.36,9.754
1619,K2-233,4796.0,0.71,0.79,-0.082,K3,0.36,9.754
1620,K2-233,4796.0,0.71,0.79,-0.082,K3,0.36,9.754
1621,K2-237,6180.0,1.236,1.256,0.337,F9 V,1.09,5.07
1622,K2-238,5630.0,1.59,1.19,0.34,G2 V,5.63,
1623,K2-239,3420.0,0.36,0.4,-0.1,M3.0 V,,
1624,K2-239,3420.0,0.36,0.4,-0.1,M3.0 V,,
1625,K2-239,3420.0,0.36,0.4,-0.1,M3.0 V,,
1626,K2-24,5625.0,1.16,1.07,0.34,G9 V,5.1,
1627,K2-24,5625.0,1.16,1.07,0.34,G9 V,5.1,
1628,K2-240,3810.0,0.54,0.58,-0.1,M0.5 V,,10.8
1629,K2-240,3810.0,0.54,0.58,-0.1,M0.5 V,,10.8
1630,K2-241,5262.0,0.75,0.71,-0.44,,,
1631,K2-242,3459.0,0.37,0.38,-0.01,,,
1632,K2-243,6570.0,1.39,1.29,-0.03,,,
1633,K2-243,6570.0,1.39,1.29,-0.03,,,
1634,K2-244,5677.0,0.92,0.86,-0.29,,,
1635,K2-245,5793.0,1.25,0.83,-0.45,,,
1636,K2-246,5610.0,0.94,0.87,-0.19,,,
1637,K2-247,4667.0,0.69,0.74,-0.08,,,
1638,K2-247,4667.0,0.69,0.74,-0.08,,,
1639,K2-248,5528.0,0.92,0.88,-0.1,,,
1640,K2-249,6504.0,1.57,1.32,0.04,,,
1641,K2-25,3207.0,0.2932,0.2634,0.15,M4.5 V,0.73,1.878
1642,K2-250,5003.0,0.797,0.809,-0.02,,8.2,
1643,K2-251,3717.0,0.49,0.52,-0.04,,,
1644,K2-252,5152.0,0.82,0.79,-0.09,,,
1646,K2-254,4629.0,0.67,0.71,-0.14,,,
1647,K2-254,4629.0,0.67,0.71,-0.14,,,
1648,K2-255,4676.0,0.69,0.71,-0.14,,,
1649,K2-257,3725.0,0.5,0.52,-0.03,,,
1650,K2-258,6351.0,1.31,1.21,0.01,,,
1651,K2-259,6059.0,1.13,1.14,0.16,,,
1652,K2-26,3785.0,0.52,0.56,-0.13,M1.0 V,1.0,
1653,K2-260,6860.0,1.755,1.637,0.334,F6 V,0.65,
1654,K2-261,5490.0,1.663,1.107,0.372,G7 IV/V,8.8,
1655,K2-263,5368.0,0.85,0.88,-0.08,G9 V,7.0,
1656,K2-264,3660.0,0.473,0.496,-0.013,M2.5 V,,22.2
1657,K2-264,3660.0,0.473,0.496,-0.013,M2.5 V,,22.2
1658,K2-265,5420.0,0.92,0.901,0.033,G8 V,7.8,
1659,K2-266,4285.0,0.703,0.686,-0.12,,,
1660,K2-266,4285.0,0.703,0.686,-0.12,,,
1661,K2-266,4285.0,0.703,0.686,-0.12,,,
1662,K2-266,4285.0,0.703,0.686,-0.12,,,
1663,K2-268,5106.0,0.78,0.84,0.03,,,24.87
1664,K2-268,5106.0,0.78,0.84,0.03,,,24.87
1665,K2-268,5106.0,0.78,0.84,0.03,,,24.87
1666,K2-268,5106.0,0.78,0.84,0.03,,,24.87
1667,K2-268,5106.0,0.78,0.84,0.03,,,24.87
1668,K2-269,6209.0,1.45,1.16,-0.08,,,
1669,K2-27,5246.0,0.876,0.88,0.12,,10.3,
1670,K2-270,4877.0,0.77,0.85,0.26,,,
1671,K2-270,4877.0,0.77,0.85,0.26,,,
1672,K2-271,5644.0,0.99,0.83,-0.3,,,
1673,K2-272,5397.0,0.83,0.86,-0.09,,,
1674,K2-273,5161.0,0.85,0.89,0.2,,,
1675,K2-274,5044.0,0.7,0.79,-0.16,,,
1676,K2-275,4841.0,0.69,0.77,-0.06,,,
1677,K2-275,4841.0,0.69,0.77,-0.06,,,
1678,K2-276,5139.0,0.85,0.82,0.07,,,
1679,K2-277,5680.0,0.973,0.974,0.078,,4.9,
1680,K2-278,6747.0,1.61,1.4,0.0,,,
1681,K2-279,5558.0,0.86,0.79,-0.37,,,
1682,K2-28,3214.0,0.288,0.257,0.26,M4,,
1683,K2-280,5500.0,1.28,1.03,0.33,,8.96,
1684,K2-281,4812.0,0.76,0.82,0.22,,,
1685,K2-282,5499.0,1.0,0.94,-0.23,,,
1686,K2-283,5060.0,0.82,0.89,0.28,,,
1687,K2-284,4140.0,0.607,0.63,0.0,,0.12,8.88
1688,K2-285,4975.0,0.787,0.83,0.0,K2 V,,
1689,K2-285,4975.0,0.787,0.83,0.0,K2 V,,
1690,K2-285,4975.0,0.787,0.83,0.0,K2 V,,
1691,K2-285,4975.0,0.787,0.83,0.0,K2 V,,
1692,K2-286,3926.0,0.62,0.64,0.0,M0 V,,23.8
1693,K2-287,5695.0,1.07,1.056,0.2,,4.5,
1694,K2-288 B,3341.0,0.32,0.33,-0.21,M3 V,1.0,
1695,K2-289,5529.0,1.025,0.953,0.162,,,
1696,K2-29,5358.0,0.86,0.94,0.16,G7 V,2.6,10.79
1697,K2-290,6302.0,1.511,1.194,-0.06,,4.0,6.63
1698,K2-290,6302.0,1.511,1.194,-0.06,,4.0,6.63
1699,K2-291,5520.0,0.899,0.934,0.08,,3.72,
1700,K2-292,5725.0,1.09,1.0,0.07,G3 V,6.8,
1701,K2-293,5532.0,0.947,0.958,0.218,,,
1702,K2-294,5612.0,1.2,0.987,0.194,,,
1703,K2-295,4444.0,0.7,0.74,0.14,K5 V,,
1704,K2-3,3844.0,0.546,0.549,-0.157,M V,6.9,40.71
1705,K2-3,3844.0,0.546,0.549,-0.157,M V,6.9,40.71
1706,K2-3,3844.0,0.546,0.549,-0.157,M V,6.9,40.71
1707,K2-30,5425.0,0.844,0.9,-0.15,G6 V,3.9,
1708,K2-308,6100.0,1.24,1.09,-0.1,,,
1709,K2-31,5280.0,0.78,0.91,0.08,G7 V,,18.38
1710,HD 80653,5959.0,1.22,1.18,0.255,G2,2.67,19.55
1711,K2-315,3300.0,0.196,0.174,-0.24,M(3.5+/-0.5) V,1.0,
1712,K2-316,3436.0,0.379,0.408,,,,
1713,K2-316,3436.0,0.379,0.408,,,,
1714,K2-317,3387.0,0.379,0.403,,,,
1715,K2-318,3851.0,0.552,0.561,,,,
1716,K2-319,5440.0,0.898,0.954,,,,
1717,K2-32,5271.0,0.86,0.83,-0.06,G9 V,7.9,
1718,K2-32,5271.0,0.86,0.83,-0.06,G9 V,7.9,
1719,K2-32,5271.0,0.86,0.83,-0.06,G9 V,7.9,
1720,K2-32,5271.0,0.86,0.83,-0.06,G9 V,7.9,
1721,K2-320,3157.0,0.3,0.117,,,,
1722,K2-321,3750.0,0.595,0.578,0.148,,,
1723,K2-322,4141.0,0.602,0.63,,,,
1724,K2-323,3710.0,0.549,0.478,,,,
1725,K2-324,3752.0,0.505,0.517,,,,
1726,K2-325,3287.0,0.298,0.274,,,,
1727,K2-326,3924.0,0.688,0.507,,,,
1728,K2-329,5282.0,0.822,0.901,0.098,,1.8,
1729,K2-33,3540.0,1.05,0.56,,M3.3,0.0093,6.29
1730,K2-330,6232.0,1.5,1.23,-0.03,,,
1731,K2-331,5994.0,1.06,1.1,0.08,,,9.98
1732,K2-331,5994.0,1.06,1.1,0.08,,,9.98
1733,K2-332,3315.0,0.28,0.27,0.09,,,31.71
1734,K2-333,5880.0,1.22,1.06,0.07,,,
1735,K2-334,6502.0,1.49,1.36,0.17,,,
1736,K2-335,6222.0,1.33,1.23,0.1,,,
1737,K2-336,5424.0,0.8,0.86,-0.17,,,
1738,K2-337,5869.0,1.32,0.94,-0.27,,,
1739,K2-338,4558.0,0.63,0.66,-0.23,,,
1740,K2-339,4857.0,0.72,0.74,-0.11,,,11.13
1741,K2-34,6168.0,1.42,1.16,0.01,F,2.88,
1742,K2-340,5532.0,1.13,0.93,0.08,,,
1743,K2-341,5817.0,1.16,0.98,-0.05,,,
1744,K2-342,5920.0,1.09,1.01,-0.06,,,
1745,K2-343,3804.0,0.46,0.49,-0.1,,,
1746,K2-343,3804.0,0.46,0.49,-0.1,,,
1747,K2-344,4374.0,0.49,0.51,-0.95,,,
1748,K2-345,3779.0,0.52,0.56,0.26,,,18.47
1749,K2-346,4801.0,0.7,0.71,-0.18,,,
1750,K2-347,4599.0,0.63,0.66,-0.26,,,
1751,K2-348,5077.0,0.85,0.83,0.13,,,
1752,K2-348,5077.0,0.85,0.83,0.13,,,
1753,K2-349,4385.0,0.49,0.54,-0.66,,,
1754,K2-35,4402.71,0.619575,0.701968,0.04,K4 V,,
1755,K2-35,4402.71,0.619575,0.701968,0.04,K4 V,,
1756,K2-350,5789.0,1.04,0.98,-0.02,,,8.22
1757,K2-350,5789.0,1.04,0.98,-0.02,,,8.22
1758,K2-351,5769.0,1.05,1.02,0.08,,,25.23
1759,K2-352,5791.0,0.95,0.98,-0.05,,,17.59
1760,K2-352,5791.0,0.95,0.98,-0.05,,,17.59
1761,K2-352,5791.0,0.95,0.98,-0.05,,,17.59
1762,K2-353,5698.0,0.99,0.87,-0.21,,,
1763,K2-354,3669.0,0.41,0.43,-0.04,,,
1764,K2-355,5790.0,0.92,0.96,-0.12,,,
1765,K2-356,5568.0,0.86,0.9,-0.11,,,
1766,K2-357,5794.0,1.0,0.98,-0.02,,,
1767,K2-358,5650.0,0.91,0.93,-0.07,,,
1768,K2-36,4916.0,0.718,0.79,-0.047,K2 V,1.4,17.13
1769,K2-36,4916.0,0.718,0.79,-0.047,K2 V,1.4,17.13
1770,EPIC 201595106,5679.0,0.98,0.958,0.01,,6.0,28.0
1771,K2-365,5561.0,1.051,0.823,-0.021,,,
1772,K2-366,5601.0,0.94,0.825,-0.216,,,
1773,K2-367,4348.0,0.625,0.756,-0.351,,,
1774,K2-368,4663.0,0.663,0.746,-0.25,,,
1775,K2-368,4663.0,0.663,0.746,-0.25,,,
1776,K2-368,4663.0,0.663,0.746,-0.25,,,
1777,K2-369,5682.0,0.881,0.735,-0.234,,,
1778,K2-37,5352.0,0.809,0.84,-0.08,G3 V,,
1779,K2-37,5352.0,0.809,0.84,-0.08,G3 V,,
1780,K2-37,5352.0,0.809,0.84,-0.08,G3 V,,
1781,K2-370,5377.0,0.971,0.984,0.018,G8,,
1783,K2-372,5479.0,0.922,0.847,-0.064,,,
1784,K2-373,6138.0,1.486,1.158,0.049,,,
1785,K2-374,5789.0,0.907,0.731,-0.292,G3,,
1786,K2-374,5789.0,0.907,0.731,-0.292,G3,,
1787,K2-375,5822.0,1.543,1.119,-0.091,,,
1788,K2-376,5937.0,1.149,0.908,-0.176,G1,,
1789,K2-377,4200.0,0.691,0.821,-0.008,,,
1790,K2-378,4823.0,0.732,0.923,-0.206,,,
1791,K2-379,4603.0,0.751,0.856,-0.045,,,
1792,K2-38,5731.0,1.06,1.03,0.26,G2 V,6.7,
1793,K2-38,5731.0,1.06,1.03,0.26,G2 V,6.7,
1794,K2-380,5911.0,1.32,0.993,-0.049,,,
1795,K2-381,4473.0,0.675,0.754,-0.244,,,
1796,K2-381,4473.0,0.675,0.754,-0.244,,,
1797,K2-381,4473.0,0.675,0.754,-0.244,,,
1798,K2-382,5452.0,0.811,0.922,-0.027,,,
1799,K2-383,5129.0,0.804,1.061,0.187,,,
1800,K2-384,3623.0,0.348,0.33,0.068,M4 V,,
1801,K2-384,3623.0,0.348,0.33,0.068,M4 V,,
1802,K2-384,3623.0,0.348,0.33,0.068,M4 V,,
1803,K2-384,3623.0,0.348,0.33,0.068,M4 V,,
1804,K2-384,3623.0,0.348,0.33,0.068,M4 V,,
1805,K2-385,4844.0,0.761,0.927,-0.224,,,
1806,K2-386,5749.0,0.97,0.911,0.074,,,
1807,K2-387,3572.0,0.585,0.57,0.126,,,
1808,K2-388,5310.0,0.91,0.93,0.24,G8,,
1809,K2-389,5773.0,1.094,0.99,0.038,G3,,
1810,K2-389,5782.0,1.084,0.802,-0.034,G3,,
1811,K2-39,4881.0,2.97,0.66,0.32,,6.7,
1812,K2-390,5558.0,0.966,0.789,-0.116,G4,,
1813,K2-391,5543.0,0.566,0.757,-0.543,G7,,
1814,K2-392,5726.0,1.058,0.841,-0.238,G3,,
1815,K2-393,5678.0,1.071,0.881,0.076,,,
1816,K2-394,4938.0,0.631,0.478,-0.388,,,
1817,K2-395,5007.0,0.783,0.952,-0.033,K0,,
1818,K2-395,5007.0,0.783,0.952,-0.033,K0,,
1819,K2-396,5236.0,0.92,0.954,0.237,G9,,
1820,K2-396,5236.0,0.92,0.954,0.237,G9,,
1821,K2-397,5387.0,0.966,0.937,0.11,G7,,
1822,K2-398,5946.0,1.239,0.945,-0.257,G2,,
1823,K2-398,5946.0,1.239,0.945,-0.257,G2,,
1824,K2-4,4014.73,0.569359,0.635026,-0.12,,,
1825,K2-400,3578.0,0.382,0.374,-0.051,M3,,
1826,K2-401,4213.0,0.675,0.87,-0.098,K7,,
1827,K2-402,5716.0,1.28,0.944,-0.378,G2,,
1828,K2-403,5511.0,0.886,0.784,-0.162,G4,,
1829,K2-404,3748.0,0.552,0.552,0.005,M1,,
1830,K2-405,4927.0,0.765,1.034,0.132,K0,,
1831,K2-406,5784.0,0.961,0.798,-0.038,G4,,
1832,K2-407,5563.0,0.927,0.881,0.014,G4,,
1833,K2-407,5563.0,0.927,0.881,0.014,G4,,
1834,K2-408,5335.0,0.784,0.813,-0.171,G7,,
1835,K2-409,5742.0,1.228,0.886,-0.036,G4,,
1836,K2-411,5711.0,1.375,1.018,0.1415,,,
1837,K2-412,5590.0,0.977,0.893,0.014,,,
1838,K2-413,4116.0,0.7,0.808,-0.205,,,
1839,K2-413,4116.0,0.7,0.808,-0.205,,,
1840,K2-414,4343.0,0.732,0.814,-0.102,,,
1841,K2-414,4343.0,0.732,0.814,-0.102,,,
1842,K2-415,3173.0,0.1965,0.1635,-0.13,M5 V,,4.298
1843,K2-416,3746.0,0.554,0.548,,M V,,
1844,K2-417,3861.0,0.5776,0.569,,M V,,
1845,K2-419 A,3711.0,0.541,0.562,-0.11,,7.4,
1846,K2-42,4613.0,0.643,0.702,,,,
1847,K2-43,3840.6,0.542,0.571,,,,
1848,K2-43,3840.6,0.542,0.571,,,,
1849,K2-44,5912.0,1.58,1.15,0.0,,,
1850,K2-45,4103.0,0.445,0.503,,,,
1851,K2-46,6256.0,1.29,0.96,-0.32,,,
1852,K2-47,5054.0,0.76,0.75,-0.224,,,
1853,K2-48,4899.0,0.73,0.77,-0.19,,,
1854,K2-49,4175.0,0.45,0.51,,,,
1855,K2-5,3930.0,0.57,0.61,-0.33,K7.5 V,,
1856,K2-5,3930.0,0.57,0.61,-0.33,K7.5 V,,
1857,K2-50,4326.0,0.546,0.611,-0.1132,,,
1859,K2-53,5263.0,0.807,0.851,-0.037,,,
1860,K2-54,3990.0,0.643,0.615,-0.02,,,
1861,K2-55,4300.0,0.715,0.688,0.376,,,
1862,K2-57,4413.0,0.671,0.699,0.08,,6.8,
1863,K2-58,5413.0,0.86,0.89,0.11,,,
1864,K2-58,5413.0,0.86,0.89,0.11,,,
1865,K2-58,5413.0,0.86,0.89,0.11,,,
1866,K2-59,5055.0,0.731,0.774,,,,
1867,K2-59,5055.0,0.731,0.774,,,,
1868,K2-6,5850.0,0.96,0.97,-0.14,,,
1869,K2-60,5500.0,1.12,0.97,0.01,G4 V,10.0,
1870,K2-61,5748.0,0.995,0.97,0.03,,,
1871,K2-62,4455.0,0.696,0.67,-0.1,,,
1872,K2-62,4455.0,0.696,0.67,-0.1,,,
1873,K2-63,6771.0,1.63,1.4,,,,
1874,K2-63,6771.0,1.63,1.4,,,,
1875,K2-64,5312.0,0.726,0.741,,,,
1876,K2-65,5213.0,0.84,0.87,-0.34,,,
1877,K2-66,5887.0,1.67,1.11,-0.047,,,
1878,K2-68,4746.0,0.675,0.73,-0.21,,,
1879,K2-69,4127.0,0.491,0.551,,,,
1880,K2-7,5700.0,1.533,1.056,0.049,,8.6,
1881,K2-70,5622.0,0.93,0.94,0.06,,,
1882,K2-71,4006.0,0.426,0.477,,,,
1883,K2-72,3360.47,0.330989,0.271365,,,,
1884,K2-72,3360.47,0.330989,0.271365,,,,
1885,K2-72,3360.47,0.330989,0.271365,,,,
1886,K2-72,3360.47,0.330989,0.271365,,,,
1887,K2-73,5867.0,1.058,1.02,0.04,,,
1888,K2-73,5867.0,1.058,1.02,0.04,,,
1889,K2-74,6060.0,0.98,0.96,-0.21,,,
1890,K2-75,5995.0,1.56,1.16,0.3,,,
1891,K2-75,5995.0,1.56,1.16,0.3,,,
1892,K2-77,5160.0,0.792,0.847,0.13,,4.7,19.8
1893,K2-79,5897.0,1.265,1.066,0.035,,6.5,
1894,K2-8,4870.0,0.74,0.78,-0.02,K3 V,,
1895,K2-8,4870.0,0.74,0.78,-0.02,K3 V,,
1896,K2-80,5441.0,0.87,0.9,0.07,,,
1897,K2-80,5441.0,0.87,0.9,0.07,,,
1898,K2-80,5377.0,0.841458,0.913111,0.07,,,
1899,K2-81,4674.13,0.634663,0.745273,,,,
1900,K2-83,3910.0,0.424,0.484,,,,
1901,K2-83,3910.0,0.424,0.484,,,,
1902,K2-84,5652.0,0.93,0.95,0.278,,,
1903,K2-84,5652.0,0.93,0.95,0.278,,,
1904,K2-85,4232.0,0.71,0.7,0.14,,,
1905,K2-86,5482.0,0.76,0.79,-0.35,,,
1906,K2-87,5747.0,1.401,1.164,0.328,,,
1907,K2-88,3537.0,0.256,0.258,,,,
1908,K2-89,3691.0,0.318,0.347,,,,
1909,K2-9,3390.0,0.31,0.3,-0.25,M2.5 V,1.0,
1910,K2-90,4484.0,0.619,0.629,-0.225,,,
1911,K2-90,4421.98,0.634754,0.704613,-0.225,,,
1912,K2-91,3622.0,0.284,0.292,,,,
1913,K2-95,3566.0,0.4,0.41,0.1,M3.0,0.79,23.9
1914,K2-97,4673.0,4.14,1.17,0.328,,7.5,
1915,K2-98,6260.0,1.518,1.246,-0.044,F8 V,3.4,
1916,K2-99,6069.0,2.55,1.44,0.2,G0 IV,3.7,
1917,K2-99,6069.0,2.55,1.44,0.2,G0 IV,3.7,
1918,KELT-1,6516.0,1.471,1.335,0.052,,,
1919,KELT-10,5948.0,1.209,1.112,0.09,G0 V,4.5,
1920,KELT-11,5375.0,2.69,1.44,0.17,G8/K0 IV,,
1921,KELT-12,6279.0,2.37,1.591,0.19,,2.2,
1922,KELT-14,5720.0,1.52,1.239,0.32,G4,5.11,
1923,KELT-15,6003.0,1.78,2.06,0.05,,,
1924,KELT-16,6236.0,1.36,1.211,-0.002,F7 V,3.1,
1925,KELT-17,7454.0,1.645,1.635,-0.018,A,0.65,
1926,KELT-18,6670.0,1.908,1.524,0.09,F4 V,1.9,8.0
1927,KELT-19 A,7500.0,1.83,1.62,-0.12,A8 V,,
1928,KELT-2 A,6327.0,1.93,1.54,0.0,F8,3.97,
1929,KELT-20,8720.0,1.565,1.76,-0.29,A2 V,0.6,
1930,KELT-21,7598.0,1.638,1.458,-0.405,A8 V,1.6,
1931,KELT-23 A,5899.0,0.996,0.944,-0.105,G2 V,6.4,
1932,KELT-24,6426.0,1.338,1.268,0.138,F7,1.98,
1933,KELT-3,6304.0,1.7,1.96,0.05,,3.0,
1934,KELT-4 A,6206.0,1.603,1.201,-0.116,F,4.44,
1935,KELT-6,6102.0,1.73,1.42,-0.28,F8,6.1,
1936,KELT-6,6272.0,1.529,1.126,-0.27,F8,4.9,
1937,KELT-7,6768.0,1.81,1.76,0.0,F,1.3,
1938,KELT-8,5754.0,1.46,0.81,0.27,G2 V,5.4,
1939,KELT-9,10170.0,2.362,2.52,-0.03,B9.5-A0,0.3,
1943,KIC 10068024,6118.4,1.574,1.22,0.01,,0.56,
1944,KIC 10525077,6091.0,1.01,1.01,-0.04,,,
1945,KIC 3526061,4829.0,5.86,1.42,0.12,,,
1946,KIC 3558849,6175.0,1.01,0.98,-0.42,,,
1947,KIC 5437945,6340.0,1.24,1.07,-0.38,,5.01,
1948,KIC 5479689,5459.1,0.894,0.966,0.161,,,
1949,KIC 7917485,7067.0,2.009938,1.63,-0.02,A,,
1950,KIC 8121913,5975.3,2.233,1.456,0.252,,,
1951,KOI-7892,6474.0,1.26,1.04,-0.16,,,
1952,KOI-7892,6474.0,1.26,1.04,-0.16,,,
1953,KIC 9663113,6065.0,1.03,0.98,-0.28,,2.14,
1954,KMT-2016-BLG-0212L,,,0.48,,,,
1955,KMT-2016-BLG-1105L,,,0.41,,,,
1956,KMT-2016-BLG-1107L,,,0.087,,,,
1957,KMT-2016-BLG-1337L,,,0.54,,M,,
1958,KMT-2016-BLG-1397L,,,0.45,,,,
1959,KMT-2016-BLG-1820L,,,0.039,,,,
1960,KMT-2016-BLG-1836L,,,0.49,,,,
1961,KMT-2016-BLG-2142L,,,0.073,,,,
1962,KMT-2016-BLG-2321L,,,0.73,,,,
1963,KMT-2016-BLG-2364L,,,0.5,,,,
1964,KMT-2016-BLG-2397L,,,0.64,,,,
1965,KMT-2016-BLG-2605L,,,0.064,,,,
1966,KMT-2017-BLG-0165L,,,0.76,,,,
1967,KMT-2017-BLG-0428L,,,0.34,,,,
1968,KMT-2017-BLG-0673L,,,0.63,,,,
1969,KMT-2017-BLG-0849L,,,0.19,,,,
1970,KMT-2017-BLG-1003L,,,0.32,,,,
1971,KMT-2017-BLG-1038L,,,0.37,,,,
1972,KMT-2017-BLG-1057L,,,0.57,,,,
1973,KMT-2017-BLG-1146L,,,0.33,,,,
1974,KMT-2017-BLG-1194L,,,0.41,,,,
1975,KMT-2017-BLG-2197L,,,0.36,,,,
1976,KMT-2017-BLG-2331L,,,0.4,,,,
1977,KMT-2017-BLG-2509L,,,0.46,,,,
1978,KMT-2018-BLG-0029L,,,1.14,,,,
1979,KMT-2018-BLG-0030L,,,0.51,,,,
1980,KMT-2018-BLG-0087L,,,0.1,,,,
1981,KMT-2018-BLG-0247L,,,0.29,,,,
1982,KMT-2018-BLG-0748L,,,0.087,,,,
1983,KMT-2018-BLG-0885L,,,0.29,,,,
1984,KMT-2018-BLG-1025L,,,0.219,,,,
1985,KMT-2018-BLG-1292L,,,1.09,,,,
1986,KMT-2018-BLG-1743L,,,0.193,,,,
1987,KMT-2018-BLG-1976L,,,0.65,,,,
1988,KMT-2018-BLG-1988L,,,0.47,,,,
1989,KMT-2018-BLG-1990L,,,0.094,,M,,
1990,KMT-2018-BLG-1996L,,,0.69,,,,
1991,KMT-2018-BLG-2602L,,,0.66,,,,
1992,KMT-2019-BLG-0253L,,,0.7,,,,
1993,KMT-2019-BLG-0297L,,,0.21,,,,
1994,KMT-2019-BLG-0298L,,,0.7,,,,
1995,KMT-2019-BLG-0335L,,,0.32,,,,
1996,KMT-2019-BLG-0371L,,,0.09,,,,
1997,KMT-2019-BLG-0414L,,,0.74,,,,
1998,KMT-2019-BLG-0578L,,,0.28,,,,
1999,KMT-2019-BLG-0842L,,,0.76,,,,
2000,KMT-2019-BLG-0953L,,,0.28,,,,
2001,KMT-2019-BLG-1042L,,,0.3,,,,
2002,KMT-2019-BLG-1216L,,,0.39,,,,
2003,KMT-2019-BLG-1339L,,,0.48,,,,
2004,KMT-2019-BLG-1367L,,,0.25,,,,
2005,KMT-2019-BLG-1552L,,,0.79,,,,
2006,KMT-2019-BLG-1715L,,,0.61,,,,
2007,KMT-2019-BLG-1806L,,,0.74,,,,
2008,KMT-2019-BLG-1953L,,,0.31,,,,
2009,KMT-2019-BLG-2783L,,,0.34,,,,
2010,KMT-2019-BLG-2974L,,,0.47,,,,
2011,KMT-2020-BLG-0202L,,,0.81,,,,
2012,KMT-2020-BLG-0414L,,,0.49,,WD,,
2013,KMT-2020-BLG-0414L,,,0.49,,WD,,
2014,KMT-2021-BLG-0119L,,,0.56,,,,
2015,KMT-2021-BLG-0171L,5200.0,,0.78,,,,
2016,KMT-2021-BLG-0192L,,,0.27,,,,
2017,KMT-2021-BLG-0240L,,,0.56,,,,
2018,KMT-2021-BLG-0320L,,,0.32,,,,
2019,KMT-2021-BLG-0322L,,,0.62,,,,
2020,KMT-2021-BLG-0712L,,,0.22,,,,
2021,KMT-2021-BLG-0736L,,,0.6,,,,
2022,KMT-2021-BLG-0748L,,,0.36,,,,
2023,KMT-2021-BLG-0909L,,,0.38,,,,
2024,KMT-2021-BLG-0912L,,,0.8,,K,,
2025,KMT-2021-BLG-1077L,,,0.14,,M V,,
2026,KMT-2021-BLG-1077L,,,0.14,,M V,,
2027,KMT-2021-BLG-1105L,,,0.63,,,,
2028,KMT-2021-BLG-1150L,,,0.73,,,,
2029,KMT-2021-BLG-1253L,,,0.24,,,,
2030,KMT-2021-BLG-1303L,,,0.57,,,,
2031,KMT-2021-BLG-1372L,,,0.42,,,,
